iter	RMSE
330	57.62878523
331	57.61498073
332	57.59837216
333	57.58600995
334	57.54521761
335	57.518504
336	57.4984906
337	57.46832804
338	57.46377426
339	57.44433435
340	57.42745423
341	57.41303488
342	57.38058621
343	57.37438644
344	57.34337602
345	57.32862362
346	57.32364301
347	57.31238318
348	57.29985465
349	57.26226634
350	57.24647279
351	57.23094536
352	57.21396208
353	57.17642438
354	57.14037125
355	57.1228992
356	57.09595374
357	57.0760348
358	57.06098966
359	57.04599272
360	57.04206521
361	57.0114237
362	56.99734813
363	56.98539587
364	56.94845596
365	56.9336731
366	56.91995867
367	56.90515249
368	56.88893561
369	56.86170284
370	56.8269475
371	56.81495776
372	56.80377715
373	56.79144852
374	56.7722011
375	56.7653614
376	56.73701153
377	56.72324946
378	56.70997498
379	56.69691768
380	56.66474082
381	56.64887506
382	56.64419627
383	56.63337619
384	56.62628409
385	56.61209224
386	56.60593982
387	56.60053813
388	56.58281254
389	56.57237355
390	56.55591159
391	56.53118461
392	56.51667689
393	56.51180226
394	56.47774848
395	56.46782771
396	56.45241392
397	56.43936813
398	56.4231137
399	56.40999409
400	56.40159107
401	56.38930101
402	56.37672955
403	56.36144398
404	56.35809872
405	56.32535878
406	56.30910957
407	56.2849776
408	56.27354601
409	56.24353559
410	56.23497492
411	56.22556614
412	56.20957065
413	56.19545811
414	56.16591121
415	56.16082447
416	56.15031222
417	56.14677647
418	56.1240201
419	56.11930902
420	56.11463667
421	56.10841737
422	56.09810551
423	56.09632276
424	56.08776589
425	56.06751912
426	56.05666871
427	56.04619374
428	56.01841603
429	56.01273453
430	55.99370646
431	55.96282938
432	55.94904661
433	55.93223262
434	55.92389771
435	55.9141242
436	55.90970862
437	55.90462958
438	55.8955191
439	55.88699944
440	55.87973526
441	55.86714546
442	55.84849813
443	55.84037562
444	55.82977139
445	55.80616859
446	55.78619748
447	55.77752034
448	55.76504432
449	55.75434765
450	55.74961539
451	55.73670409
452	55.70525452
453	55.69774563
454	55.6928761
455	55.66732515
456	55.66379512
457	55.66062399
458	55.65432002
459	55.64833034
460	55.63023103
461	55.61324468
462	55.60152976
463	55.59859336
464	55.58541592
465	55.57325383
466	55.55790864
467	55.55239481
468	55.544173
469	55.54020776
470	55.52307216
471	55.51564195
472	55.5060911
473	55.49671549
474	55.4896168
475	55.47604367
476	55.46768623
477	55.45707968
478	55.45480101
479	55.44664617
480	55.42948903
481	55.42556705
482	55.40379431
483	55.40068327
484	55.38814204
485	55.38284863
486	55.36313995
487	55.35887446
488	55.35494313
489	55.34423359
490	55.33676802
491	55.32028792
492	55.31491131
493	55.30773488
494	55.30409673
495	55.30125655
496	55.29278067
497	55.2868534
498	55.27113352
499	55.26255842
500	55.24566188
501	55.23788248
502	55.23394647
503	55.22502324
504	55.20310243
505	55.17742708
506	55.16103037
507	55.15241618
508	55.13433935
509	55.1168241
510	55.1120501
511	55.09505813
512	55.08556537
513	55.07611413
514	55.07359942
515	55.06827206
516	55.06527153
517	55.05307953
518	55.04698376
519	55.04149042
520	55.03913948
521	55.01406811
522	55.00508882
523	54.98578999
524	54.95785434
525	54.94490619
526	54.93824763
527	54.93075647
528	54.92654392
529	54.9134588
530	54.90410277
531	54.88586266
532	54.87769279
533	54.86225653
534	54.83775416
535	54.83244035
536	54.82203733
537	54.80887024
538	54.79900806
539	54.79375434
540	54.78702053
541	54.78107866
542	54.77504928
543	54.76871293
544	54.75417446
545	54.74001087
546	54.73779675
547	54.73433389
548	54.730045
549	54.71943449
550	54.71074501
551	54.69102763
552	54.68708322
553	54.68410486
554	54.66550591
555	54.66097184
556	54.63791435
557	54.63420484
558	54.62463445
559	54.62069417
560	54.59532901
561	54.59315824
562	54.59061688
563	54.57983783
564	54.57625117
565	54.56151594
566	54.55844168
567	54.55162407
568	54.52811831
569	54.52228073
570	54.50494368
571	54.49145716
572	54.47807792
573	54.47312354
574	54.46600293
575	54.46126651
576	54.4516768
577	54.44561619
578	54.44044943
579	54.4200612
580	54.41532771
581	54.40273273
582	54.3960927
583	54.38784168
584	54.37050608
585	54.36266751
586	54.34096256
587	54.33718024
588	54.31700517
589	54.30091443
590	54.29752293
591	54.29336777
592	54.2853401
593	54.27498109
594	54.26203733
595	54.25928882
596	54.24691945
597	54.24389888
598	54.22871676
599	54.21574505
600	54.20320571
601	54.18170665
602	54.17841008
603	54.17674833
604	54.17267518
605	54.16458054
606	54.15612379
607	54.15011604
608	54.12751955
609	54.12113344
610	54.11348658
611	54.10040935
612	54.08899442
613	54.0825498
614	54.07829254
615	54.07399724
616	54.06373383
617	54.04771688
618	54.0391929
619	54.03300193
620	54.02707623
621	54.01783691
622	54.01590696
623	54.00557952
624	53.99706595
625	53.97402136
626	53.97083864
627	53.96331656
628	53.95773504
629	53.9484074
630	53.94248145
631	53.92157972
632	53.91268584
633	53.90973108
634	53.90519972
635	53.89735121
636	53.89203758
637	53.89027234
638	53.8831595
639	53.87786701
640	53.86489945
641	53.8613728
642	53.85039402
643	53.84869188
644	53.84608463
645	53.84248401
646	53.83433242
647	53.82170894
648	53.82031936
649	53.81385683
650	53.8062315
651	53.80146047
652	53.78603846
653	53.77890189
654	53.76549571
655	53.75638762
656	53.74345608
657	53.73112715
658	53.72698763
659	53.72350218
660	53.70460708
661	53.7006753
662	53.69228259
663	53.68511866
664	53.67880023
665	53.67322304
666	53.65912328
667	53.65586137
668	53.64615993
669	53.63516919
670	53.62578017
671	53.61904797
672	53.61305055
673	53.60639697
674	53.59988249
675	53.59799898
676	53.59333508
677	53.59115859
678	53.58642816
679	53.5851015
680	53.58096374
681	53.57853521
682	53.57445084
683	53.56848156
684	53.55637032
685	53.54764052
686	53.54071673
687	53.52918193
688	53.52196006
689	53.51354859
690	53.51004482
691	53.4995507
692	53.49348229
693	53.48903888
694	53.47949562
695	53.46571378
696	53.45473235
697	53.45135046
698	53.44354465
699	53.43509589
700	53.42460433
701	53.40843318
702	53.40063636
703	53.386692
704	53.37343194
705	53.37081942
706	53.35932484
707	53.35694404
708	53.35239992
709	53.33924371
710	53.33218577
711	53.32523168
712	53.31661626
713	53.31063979
714	53.30885024
715	53.30296037
716	53.29547968
717	53.2883461
718	53.28415022
719	53.2791382
720	53.26781728
721	53.26245857
722	53.2610382
723	53.25546652
724	53.24325229
725	53.23561366
726	53.22961258
727	53.22121584
728	53.21711733
729	53.21540453
730	53.21358083
731	53.20764193
732	53.20589284
733	53.20173847
734	53.20030272
735	53.18710505
736	53.18168822
737	53.17895219
738	53.17596332
739	53.1700997
740	53.16479838
741	53.15886066
742	53.14801122
743	53.14045187
744	53.13073815
745	53.12825734
746	53.12342249
747	53.12036255
748	53.11896527
749	53.11587802
750	53.11442302
751	53.11180252
752	53.10773997
753	53.105731
754	53.10038625
755	53.09743579
756	53.09501698
757	53.08569918
758	53.0789786
759	53.07758637
760	53.06283737
761	53.05668659
762	53.04437424
763	53.03342161
764	53.02777367
765	53.02384245
766	53.01789608
767	53.01262937
768	53.00986165
769	53.00458953
770	52.99469418
771	52.99092749
772	52.98137698
773	52.97131343
774	52.96197441
775	52.94446065
776	52.94197812
777	52.93828964
778	52.93481443
779	52.93118895
780	52.9184267
781	52.90940644
782	52.90452931
783	52.88806921
784	52.88488646
785	52.88285685
786	52.8696218
787	52.86755663
788	52.85311123
789	52.84933938
790	52.84690776
791	52.84197406
792	52.83286311
793	52.8215017
794	52.80619725
795	52.80376737
796	52.80232701
797	52.7905504
798	52.78904857
799	52.78376206
800	52.78138431
801	52.77692036
802	52.76452617
803	52.7601879
804	52.7490785
805	52.74460051
806	52.7295287
807	52.7269029
808	52.72177593
809	52.71838576
810	52.71579326
811	52.71433466
812	52.71084795
813	52.6977903
814	52.68890011
815	52.68020111
816	52.67292538
817	52.66788611
818	52.66170284
819	52.65818154
820	52.65242088
821	52.65009414
822	52.64685846
823	52.63973927
824	52.63658304
825	52.62394529
826	52.61367615
827	52.60986663
828	52.60676936
829	52.60543997
830	52.60361446
831	52.60146878
832	52.60044055
833	52.59338731
834	52.58979069
835	52.58769377
836	52.58338956
837	52.57521746
838	52.57255085
839	52.56027282
840	52.54901498
841	52.53712823
842	52.53528899
843	52.52346611
844	52.52068073
845	52.51187388
846	52.51034514
847	52.5086204
848	52.50394007
849	52.50180823
850	52.49698728
851	52.48575425
852	52.47744613
853	52.47465227
854	52.46529988
855	52.46276682
856	52.45968536
857	52.45709799
858	52.45590533
859	52.4546268
860	52.45227345
861	52.45141882
862	52.44848354
863	52.44722892
864	52.43695653
865	52.42537729
866	52.42312834
867	52.41808948
868	52.40538588
869	52.40356939
870	52.3985399
871	52.39550737
872	52.38375695
873	52.37904548
874	52.36868614
875	52.36098612
876	52.35832367
877	52.35338506
878	52.34865836
879	52.33498316
880	52.32860131
881	52.32570651
882	52.32301063
883	52.31680485
884	52.31472376
885	52.3132288
886	52.30295906
887	52.29606612
888	52.28431949
889	52.28188387
890	52.27807807
891	52.27729769
892	52.26489558
893	52.26372929
894	52.25335614
895	52.25080057
896	52.24883552
897	52.23941563
898	52.22883513
899	52.2245638
900	52.22314373
901	52.21583946
902	52.20931802
903	52.20541372
904	52.20328862
905	52.20083888
906	52.19606931
907	52.18727658
908	52.18102887
909	52.17655609
910	52.17507014
911	52.16952957
912	52.16501296
913	52.15396647
914	52.15284778
915	52.15053895
916	52.1491325
917	52.14486509
918	52.13835918
919	52.13679256
920	52.1346374
921	52.13231228
922	52.12851172
923	52.12322985
924	52.11988472
925	52.1158549
926	52.1037639
927	52.10178353
928	52.09876943
929	52.09181994
930	52.08702284
931	52.07720965
932	52.06967177
933	52.06621863
934	52.06287707
935	52.05992068
936	52.05782933
937	52.05324288
938	52.05045958
939	52.04238241
940	52.04051564
941	52.03608996
942	52.03402561
943	52.03103952
944	52.02924964
945	52.02673643
946	52.02551903
947	52.02298566
948	52.01936035
949	52.01662614
950	52.01037684
951	52.00700807
952	52.00263488
953	52.0009653
954	51.99495994
955	51.99151079
956	51.98611011
957	51.98339274
958	51.98207298
959	51.97736918
960	51.97541073
961	51.96642755
962	51.95147862
963	51.94722771
964	51.94266999
965	51.92843471
966	51.9164008
967	51.90975297
968	51.90302099
969	51.89574434
970	51.89007309
971	51.88842915
972	51.8815694
973	51.8785726
974	51.8671657
975	51.86450061
976	51.86010606
977	51.85181727
978	51.84811649
979	51.83754827
980	51.82917235
981	51.82215711
982	51.82108151
983	51.81951008
984	51.81597889
985	51.80795405
986	51.80009132
987	51.79495686
988	51.79052732
989	51.78684034
990	51.78381156
991	51.78174856
992	51.77816439
993	51.77551035
994	51.77064258
995	51.76477626
996	51.76271524
997	51.76123795
998	51.75899776
999	51.75239424
